Date & Time     , T(C)  , H(%) 
2024/5/2 21:30:0 , 20.80 , 65.0
2024/5/2 22:0:0 , 20.80 , 65.0
2024/5/2 22:30:0 , 20.80 , 65.0
2024/5/2 23:0:0 , 20.80 , 65.0
2024/5/2 23:30:0 , 20.70 , 65.0
2024/5/3 0:0:0 , 20.60 , 66.0
2024/5/3 0:30:0 , 20.60 , 66.0
2024/5/3 1:0:0 , 20.60 , 66.0
2024/5/3 1:30:0 , 20.50 , 65.0
2024/5/3 2:0:0 , 20.50 , 65.0
2024/5/3 2:30:0 , 20.40 , 65.0
2024/5/3 3:0:0 , 20.40 , 65.0
2024/5/3 3:30:0 , 20.30 , 64.0
2024/5/3 4:0:0 , 20.30 , 65.0
2024/5/3 4:30:0 , 20.30 , 61.0
2024/5/3 5:0:0 , 20.30 , 60.0
2024/5/3 5:30:0 , 20.20 , 60.0
2024/5/3 6:0:0 , 20.20 , 59.0
2024/5/3 6:30:0 , 20.20 , 59.0
2024/5/3 7:0:0 , 20.20 , 55.0
2024/5/3 7:30:0 , 20.30 , 57.0
2024/5/3 8:0:0 , 20.30 , 56.0
2024/5/3 8:30:0 , 20.30 , 54.0
2024/5/3 9:0:0 , 20.40 , 55.0
2024/5/3 9:30:0 , 20.30 , 56.0
2024/5/3 10:0:0 , 20.30 , 58.0
2024/5/3 10:30:0 , 20.30 , 59.0
2024/5/3 11:0:0 , 20.20 , 60.0
2024/5/3 11:30:0 , 20.40 , 61.0
2024/5/3 12:0:0 , 20.40 , 62.0
2024/5/3 12:30:0 , 20.40 , 62.0
2024/5/3 13:0:0 , 20.40 , 63.0
2024/5/3 13:30:0 , 20.40 , 63.0
2024/5/3 14:0:0 , 19.80 , 63.0
2024/5/3 14:30:0 , 17.80 , 69.0
2024/5/3 15:0:0 , 17.60 , 73.0
2024/5/3 15:30:0 , 18.0 , 73.0
2024/5/3 16:0:0 , 18.0 , 75.0
2024/5/3 16:30:0 , 17.80 , 74.0
2024/5/3 17:0:0 , 17.60 , 76.0
2024/5/3 17:30:0 , 17.40 , 80.0
2024/5/3 18:0:0 , 17.30 , 82.0
2024/5/3 18:30:0 , 17.40 , 82.0
2024/5/3 19:0:0 , 17.40 , 82.0
2024/5/3 19:30:0 , 17.20 , 84.0
2024/5/3 20:0:0 , 17.0 , 85.0
2024/5/3 20:30:0 , 17.30 , 85.0
2024/5/3 21:0:0 , 17.30 , 86.0
2024/5/3 21:30:0 , 17.70 , 86.0
2024/5/3 22:0:0 , 17.10 , 88.0
2024/5/3 22:30:0 , 17.20 , 87.0
2024/5/3 23:0:0 , 17.30 , 88.0
2024/5/3 23:30:0 , 17.40 , 88.0
2024/5/4 0:0:0 , 17.40 , 88.0
2024/5/4 0:30:0 , 17.30 , 88.0
2024/5/4 1:0:0 , 17.0 , 90.0
2024/5/4 1:30:0 , 17.0 , 90.0
2024/5/4 2:0:0 , 16.90 , 90.0
2024/5/4 2:30:0 , 16.70 , 92.0
2024/5/4 3:0:0 , 16.70 , 92.0
2024/5/4 3:30:0 , 16.60 , 92.0
2024/5/4 4:0:0 , 16.80 , 91.0
2024/5/4 4:30:0 , 16.70 , 91.0
2024/5/4 5:0:0 , 16.70 , 91.0
2024/5/4 5:30:0 , 16.60 , 92.0
2024/5/4 6:0:0 , 16.50 , 92.0
2024/5/4 6:30:0 , 16.50 , 93.0
2024/5/4 7:0:0 , 16.60 , 92.0
2024/5/4 7:30:0 , 16.70 , 93.0
2024/5/4 8:0:0 , 16.60 , 93.0
2024/5/4 8:30:0 , 16.50 , 93.0
2024/5/4 9:0:0 , 16.60 , 93.0
2024/5/4 9:30:0 , 17.0 , 92.0
2024/5/4 10:0:0 , 17.10 , 93.0
2024/5/4 10:30:0 , 17.20 , 92.0
2024/5/4 11:0:0 , 17.60 , 93.0
2024/5/4 11:30:0 , 18.50 , 90.0
2024/5/4 12:0:0 , 18.80 , 88.0
2024/5/4 12:30:0 , 19.0 , 85.0
2024/5/4 13:0:0 , 19.20 , 84.0
2024/5/4 13:30:0 , 19.10 , 84.0
2024/5/4 14:0:0 , 19.20 , 83.0
2024/5/4 14:30:0 , 19.0 , 82.0
2024/5/4 15:0:0 , 19.10 , 82.0
2024/5/4 15:30:0 , 19.0 , 82.0
2024/5/4 16:0:0 , 19.10 , 82.0
2024/5/4 16:30:0 , 19.10 , 82.0
2024/5/4 17:0:0 , 18.90 , 83.0
2024/5/4 17:30:0 , 18.70 , 83.0
2024/5/4 18:0:0 , 18.70 , 83.0
2024/5/4 18:30:0 , 18.70 , 82.0
2024/5/4 19:0:0 , 18.50 , 82.0
2024/5/4 19:30:0 , 18.40 , 82.0
2024/5/4 20:0:0 , 18.40 , 83.0
2024/5/4 20:30:0 , 18.40 , 84.0
2024/5/4 21:0:0 , 18.40 , 83.0
2024/5/4 21:30:0 , 18.40 , 83.0
2024/5/4 22:0:0 , 18.40 , 84.0
2024/5/4 22:30:0 , 18.80 , 85.0
2024/5/4 23:0:0 , 18.90 , 83.0
2024/5/4 23:30:0 , 18.60 , 84.0
2024/5/5 0:0:0 , 18.70 , 85.0
2024/5/5 0:30:0 , 18.80 , 85.0
2024/5/5 1:0:0 , 18.60 , 83.0
2024/5/5 1:30:0 , 18.50 , 83.0
2024/5/5 2:0:0 , 18.50 , 83.0
2024/5/5 2:30:0 , 18.50 , 83.0
2024/5/5 3:0:0 , 18.50 , 83.0
2024/5/5 3:30:0 , 18.50 , 83.0
2024/5/5 4:0:0 , 18.50 , 83.0
2024/5/5 4:30:0 , 18.50 , 82.0
2024/5/5 5:0:0 , 18.40 , 82.0
2024/5/5 5:30:0 , 18.40 , 82.0
2024/5/5 6:0:0 , 18.40 , 82.0
2024/5/5 6:30:0 , 18.40 , 82.0
2024/5/5 7:0:0 , 18.30 , 82.0
2024/5/5 7:30:0 , 18.40 , 82.0
2024/5/5 8:0:0 , 18.60 , 81.0
2024/5/5 8:30:0 , 18.60 , 81.0
2024/5/5 9:0:0 , 18.90 , 81.0
2024/5/5 9:30:0 , 19.20 , 80.0
2024/5/5 10:0:0 , 19.50 , 79.0
2024/5/5 10:30:0 , 20.0 , 78.0
2024/5/5 11:0:0 , 20.30 , 78.0
2024/5/5 11:30:0 , 20.60 , 77.0
2024/5/5 12:0:0 , 20.90 , 76.0
2024/5/5 12:30:0 , 21.0 , 74.0
2024/5/5 13:0:0 , 21.10 , 72.0
2024/5/5 13:30:0 , 21.20 , 71.0
2024/5/5 14:0:0 , 21.40 , 71.0
2024/5/5 14:30:0 , 21.40 , 71.0
2024/5/5 15:0:0 , 21.60 , 72.0
2024/5/5 15:30:0 , 21.70 , 72.0
2024/5/5 16:0:0 , 21.70 , 72.0
2024/5/5 16:30:0 , 21.80 , 72.0
2024/5/5 17:0:0 , 21.70 , 71.0
2024/5/5 17:30:0 , 21.50 , 71.0
2024/5/5 18:0:0 , 21.40 , 71.0
2024/5/5 18:30:0 , 21.20 , 72.0
2024/5/5 19:0:0 , 21.10 , 72.0
2024/5/5 19:30:0 , 21.0 , 73.0
2024/5/5 20:0:0 , 20.90 , 75.0
2024/5/5 20:30:0 , 20.80 , 76.0
2024/5/5 21:0:0 , 20.70 , 77.0
2024/5/5 21:30:0 , 20.60 , 78.0
2024/5/5 22:0:0 , 20.50 , 78.0
2024/5/5 22:30:0 , 20.40 , 78.0
2024/5/5 23:0:0 , 20.40 , 80.0
2024/5/5 23:30:0 , 20.30 , 81.0
2024/5/6 0:0:0 , 20.0 , 81.0
2024/5/6 0:30:0 , 19.80 , 82.0
2024/5/6 1:0:0 , 19.70 , 83.0
2024/5/6 1:30:0 , 19.50 , 83.0
2024/5/6 2:0:0 , 19.40 , 84.0
2024/5/6 2:30:0 , 19.30 , 84.0
2024/5/6 3:0:0 , 19.30 , 84.0
2024/5/6 3:30:0 , 19.20 , 85.0
2024/5/6 4:0:0 , 19.10 , 85.0
2024/5/6 4:30:0 , 19.0 , 85.0
2024/5/6 5:0:0 , 19.0 , 85.0
2024/5/6 5:30:0 , 18.90 , 86.0
2024/5/6 6:0:0 , 18.90 , 86.0
2024/5/6 6:30:0 , 19.10 , 86.0
2024/5/6 7:0:0 , 19.40 , 87.0
2024/5/6 7:30:0 , 20.0 , 84.0
2024/5/6 8:0:0 , 20.40 , 82.0
2024/5/6 8:30:0 , 20.70 , 81.0
2024/5/6 9:0:0 , 20.90 , 80.0
2024/5/6 9:30:0 , 21.10 , 79.0
2024/5/6 10:0:0 , 21.50 , 79.0
2024/5/6 10:30:0 , 21.90 , 78.0
2024/5/6 11:0:0 , 22.10 , 77.0
2024/5/6 11:30:0 , 22.10 , 77.0
2024/5/6 12:0:0 , 22.20 , 77.0
2024/5/6 12:30:0 , 22.30 , 77.0
2024/5/6 13:0:0 , 22.20 , 76.0
2024/5/6 13:30:0 , 22.30 , 76.0
2024/5/6 14:0:0 , 22.50 , 77.0
2024/5/6 14:30:0 , 22.70 , 76.0
2024/5/6 15:0:0 , 22.80 , 76.0
2024/5/6 15:30:0 , 22.90 , 76.0
2024/5/6 16:0:0 , 23.0 , 76.0
2024/5/6 16:30:0 , 23.0 , 76.0
2024/5/6 17:0:0 , 23.10 , 75.0
2024/5/6 17:30:0 , 23.10 , 76.0
2024/5/6 18:0:0 , 23.10 , 76.0
2024/5/6 18:30:0 , 23.0 , 76.0
2024/5/6 19:0:0 , 23.0 , 76.0
2024/5/6 19:30:0 , 22.80 , 76.0
2024/5/6 20:0:0 , 22.60 , 76.0
2024/5/6 20:30:0 , 22.60 , 76.0
2024/5/6 21:0:0 , 22.50 , 76.0
2024/5/6 21:30:0 , 22.30 , 76.0
2024/5/6 22:0:0 , 22.20 , 76.0
2024/5/6 22:30:0 , 22.20 , 76.0
2024/5/6 23:0:0 , 22.20 , 79.0
2024/5/6 23:30:0 , 22.20 , 80.0
2024/5/7 0:0:0 , 22.10 , 81.0
2024/5/7 0:30:0 , 21.90 , 81.0
2024/5/7 1:0:0 , 21.70 , 82.0
2024/5/7 1:30:0 , 21.70 , 83.0
2024/5/7 2:0:0 , 21.60 , 83.0
2024/5/7 2:30:0 , 21.60 , 83.0
2024/5/7 3:0:0 , 21.60 , 83.0
2024/5/7 3:30:0 , 21.50 , 84.0
2024/5/7 4:0:0 , 21.50 , 84.0
2024/5/7 4:30:0 , 21.30 , 85.0
2024/5/7 5:0:0 , 21.20 , 85.0
2024/5/7 5:30:0 , 21.20 , 86.0
2024/5/7 6:0:0 , 21.30 , 88.0
2024/5/7 6:30:0 , 21.40 , 86.0
2024/5/7 7:0:0 , 21.60 , 84.0
2024/5/7 7:30:0 , 21.90 , 83.0
2024/5/7 8:0:0 , 22.20 , 82.0
2024/5/7 8:30:0 , 22.40 , 81.0
2024/5/7 9:0:0 , 22.60 , 81.0
2024/5/7 9:30:0 , 22.90 , 81.0
2024/5/7 10:0:0 , 23.10 , 80.0
2024/5/7 10:30:0 , 23.20 , 80.0
2024/5/7 11:0:0 , 23.50 , 80.0
2024/5/7 11:30:0 , 23.60 , 79.0
2024/5/7 12:0:0 , 23.80 , 78.0
2024/5/7 12:30:0 , 24.0 , 76.0
2024/5/7 13:0:0 , 24.0 , 75.0
2024/5/7 13:30:0 , 24.0 , 74.0
2024/5/7 14:0:0 , 24.0 , 74.0
2024/5/7 14:30:0 , 24.0 , 74.0
2024/5/7 15:0:0 , 24.0 , 74.0
2024/5/7 15:30:0 , 24.10 , 73.0
2024/5/7 16:0:0 , 24.20 , 73.0
2024/5/7 16:30:0 , 24.20 , 73.0
2024/5/7 17:0:0 , 24.30 , 74.0
2024/5/7 17:30:0 , 24.20 , 75.0
2024/5/7 18:0:0 , 24.20 , 75.0
2024/5/7 18:30:0 , 24.10 , 75.0
2024/5/7 19:0:0 , 23.90 , 76.0
2024/5/7 19:30:0 , 23.90 , 76.0
2024/5/7 20:0:0 , 23.80 , 76.0
2024/5/7 20:30:0 , 23.70 , 76.0
2024/5/7 21:0:0 , 23.70 , 77.0
2024/5/7 21:30:0 , 23.90 , 76.0
2024/5/7 22:0:0 , 23.90 , 75.0
2024/5/7 22:30:0 , 23.80 , 75.0
2024/5/7 23:0:0 , 23.80 , 75.0
2024/5/7 23:30:0 , 23.90 , 75.0
2024/5/8 0:0:0 , 23.90 , 75.0
2024/5/8 0:30:0 , 24.0 , 76.0
2024/5/8 1:0:0 , 24.0 , 77.0
2024/5/8 1:30:0 , 23.90 , 76.0
2024/5/8 2:0:0 , 23.60 , 74.0
2024/5/8 2:30:0 , 23.60 , 75.0
2024/5/8 3:0:0 , 23.50 , 75.0
2024/5/8 3:30:0 , 23.40 , 76.0
2024/5/8 4:0:0 , 23.30 , 77.0
2024/5/8 4:30:0 , 23.10 , 78.0
2024/5/8 5:0:0 , 23.0 , 78.0
2024/5/8 5:30:0 , 22.90 , 79.0
2024/5/8 6:0:0 , 22.80 , 79.0
2024/5/8 6:30:0 , 22.90 , 75.0
2024/5/8 7:0:0 , 23.30 , 71.0
2024/5/8 7:30:0 , 23.90 , 73.0
2024/5/8 8:0:0 , 24.30 , 71.0
2024/5/8 8:30:0 , 24.50 , 70.0
2024/5/8 9:0:0 , 24.70 , 69.0
2024/5/8 9:30:0 , 24.80 , 67.0
2024/5/8 10:0:0 , 24.90 , 66.0
2024/5/8 10:30:0 , 25.0 , 66.0
2024/5/8 11:0:0 , 25.10 , 65.0
2024/5/8 11:30:0 , 25.10 , 63.0
2024/5/8 12:0:0 , 25.0 , 59.0
2024/5/8 12:30:0 , 25.10 , 58.0
2024/5/8 13:0:0 , 25.20 , 57.0
2024/5/8 13:30:0 , 25.20 , 57.0
2024/5/8 14:0:0 , 25.20 , 56.0
2024/5/8 14:30:0 , 25.40 , 53.0
2024/5/8 15:0:0 , 25.30 , 53.0
2024/5/8 15:30:0 , 25.20 , 53.0
2024/5/8 16:0:0 , 25.40 , 53.0
2024/5/8 16:30:0 , 25.60 , 54.0
2024/5/8 17:0:0 , 25.60 , 55.0
2024/5/8 17:30:0 , 25.60 , 56.0
2024/5/8 18:0:0 , 25.80 , 53.0
2024/5/8 18:30:0 , 25.80 , 54.0
2024/5/8 19:0:0 , 25.40 , 52.0
2024/5/8 19:30:0 , 25.30 , 52.0
2024/5/8 20:0:0 , 25.50 , 53.0
2024/5/8 20:30:0 , 25.40 , 54.0
2024/5/8 21:0:0 , 25.40 , 54.0
2024/5/8 21:30:0 , 25.40 , 54.0
2024/5/8 22:0:0 , 25.20 , 55.0
2024/5/8 22:30:0 , 25.10 , 57.0
2024/5/8 23:0:0 , 25.10 , 58.0
2024/5/8 23:30:0 , 24.80 , 59.0
2024/5/9 0:0:0 , 24.70 , 60.0
2024/5/9 0:30:0 , 24.60 , 62.0
2024/5/9 1:0:0 , 24.60 , 62.0
2024/5/9 1:30:0 , 24.50 , 61.0
2024/5/9 2:0:0 , 24.30 , 61.0
2024/5/9 2:30:0 , 24.10 , 62.0
2024/5/9 3:0:0 , 23.90 , 63.0
2024/5/9 3:30:0 , 23.80 , 65.0
2024/5/9 4:0:0 , 23.70 , 62.0
2024/5/9 4:30:0 , 23.60 , 63.0
2024/5/9 5:0:0 , 23.50 , 65.0
2024/5/9 5:30:0 , 23.40 , 63.0
2024/5/9 6:0:0 , 23.40 , 61.0
2024/5/9 6:30:0 , 23.40 , 59.0
2024/5/9 7:0:0 , 23.60 , 65.0
2024/5/9 7:30:0 , 23.80 , 62.0
2024/5/9 8:0:0 , 24.10 , 64.0
2024/5/9 8:30:0 , 24.10 , 63.0
2024/5/9 9:0:0 , 24.30 , 63.0
2024/5/9 9:30:0 , 24.40 , 58.0
2024/5/9 10:0:0 , 24.50 , 54.0
2024/5/9 10:30:0 , 24.70 , 52.0
2024/5/9 11:0:0 , 24.80 , 49.0
2024/5/9 11:30:0 , 24.90 , 49.0
2024/5/9 12:0:0 , 25.10 , 50.0
2024/5/9 12:30:0 , 25.10 , 51.0
2024/5/9 13:0:0 , 25.0 , 51.0
2024/5/9 13:30:0 , 25.0 , 51.0
2024/5/9 14:0:0 , 25.0 , 52.0
2024/5/9 14:30:0 , 25.10 , 52.0
2024/5/9 15:0:0 , 25.10 , 53.0
2024/5/9 15:30:0 , 25.10 , 53.0
2024/5/9 16:0:0 , 25.10 , 54.0
2024/5/9 16:30:0 , 25.10 , 54.0
2024/5/9 17:0:0 , 25.10 , 54.0
2024/5/9 17:30:0 , 25.10 , 54.0
2024/5/9 18:0:0 , 25.10 , 55.0
2024/5/9 18:30:0 , 25.10 , 56.0
2024/5/9 19:0:0 , 25.20 , 57.0
2024/5/9 19:30:0 , 25.10 , 57.0
2024/5/9 20:0:0 , 25.0 , 58.0
2024/5/9 20:30:0 , 24.80 , 59.0
2024/5/9 21:0:0 , 24.60 , 59.0
2024/5/9 21:30:0 , 24.50 , 59.0
2024/5/9 22:0:0 , 24.40 , 61.0
2024/5/9 22:30:0 , 24.40 , 62.0
2024/5/9 23:0:0 , 24.30 , 62.0
2024/5/9 23:30:0 , 24.20 , 63.0
2024/5/10 0:0:0 , 24.20 , 63.0
2024/5/10 0:30:0 , 24.20 , 65.0
2024/5/10 1:0:0 , 24.20 , 67.0
2024/5/10 1:30:0 , 24.10 , 65.0
2024/5/10 2:0:0 , 23.80 , 64.0
2024/5/10 2:30:0 , 23.60 , 64.0
2024/5/10 3:0:0 , 23.50 , 65.0
2024/5/10 3:30:0 , 23.40 , 65.0
2024/5/10 4:0:0 , 23.30 , 65.0
2024/5/10 4:30:0 , 23.20 , 66.0
2024/5/10 5:0:0 , 23.10 , 66.0
2024/5/10 5:30:0 , 23.0 , 67.0
2024/5/10 6:0:0 , 22.90 , 67.0
2024/5/10 6:30:0 , 23.0 , 68.0
2024/5/10 7:0:0 , 23.30 , 68.0
2024/5/10 7:30:0 , 23.90 , 66.0
2024/5/10 8:0:0 , 24.30 , 65.0
2024/5/10 8:30:0 , 24.80 , 64.0
2024/5/10 9:0:0 , 25.0 , 62.0
2024/5/10 9:30:0 , 25.20 , 61.0
2024/5/10 10:0:0 , 25.50 , 61.0
2024/5/10 10:30:0 , 25.70 , 61.0
2024/5/10 11:0:0 , 26.10 , 62.0
2024/5/10 11:30:0 , 26.30 , 61.0
2024/5/10 12:0:0 , 26.40 , 62.0
2024/5/10 12:30:0 , 26.30 , 59.0
2024/5/10 13:0:0 , 26.30 , 59.0
2024/5/10 13:30:0 , 26.30 , 59.0
2024/5/10 14:0:0 , 26.10 , 60.0
2024/5/10 14:30:0 , 26.10 , 62.0
2024/5/10 15:0:0 , 26.20 , 62.0
2024/5/10 15:30:0 , 26.20 , 63.0
2024/5/10 16:0:0 , 26.20 , 64.0
2024/5/10 16:30:0 , 26.20 , 65.0
2024/5/10 17:0:0 , 26.20 , 65.0
2024/5/10 17:30:0 , 26.10 , 65.0
2024/5/10 18:0:0 , 26.0 , 66.0
2024/5/10 18:30:0 , 25.90 , 66.0
2024/5/10 19:0:0 , 25.80 , 67.0
2024/5/10 19:30:0 , 25.60 , 70.0
2024/5/10 20:0:0 , 25.60 , 71.0
2024/5/10 20:30:0 , 25.50 , 72.0
2024/5/10 21:0:0 , 25.40 , 75.0
2024/5/10 21:30:0 , 25.40 , 76.0
2024/5/10 22:0:0 , 25.30 , 76.0
2024/5/10 22:30:0 , 25.30 , 74.0
2024/5/10 23:0:0 , 25.20 , 74.0
2024/5/10 23:30:0 , 25.20 , 75.0
2024/5/11 0:0:0 , 25.10 , 76.0
2024/5/11 0:30:0 , 25.0 , 77.0
2024/5/11 1:0:0 , 24.70 , 78.0
2024/5/11 1:30:0 , 24.60 , 78.0
2024/5/11 2:0:0 , 24.50 , 79.0
2024/5/11 2:30:0 , 24.40 , 80.0
2024/5/11 3:0:0 , 24.30 , 80.0
2024/5/11 3:30:0 , 24.20 , 81.0
2024/5/11 4:0:0 , 24.20 , 81.0
2024/5/11 4:30:0 , 24.10 , 81.0
2024/5/11 5:0:0 , 24.10 , 81.0
2024/5/11 5:30:0 , 24.10 , 82.0
2024/5/11 6:0:0 , 24.10 , 82.0
2024/5/11 6:30:0 , 24.10 , 82.0
2024/5/11 7:0:0 , 24.20 , 82.0
2024/5/11 7:30:0 , 24.20 , 82.0
2024/5/11 8:0:0 , 24.10 , 82.0
2024/5/11 8:30:0 , 24.20 , 83.0
2024/5/11 9:0:0 , 24.40 , 84.0
2024/5/11 9:30:0 , 24.70 , 84.0
2024/5/11 10:0:0 , 24.70 , 83.0
2024/5/11 10:30:0 , 24.80 , 85.0
2024/5/11 11:0:0 , 24.70 , 86.0
2024/5/11 11:30:0 , 24.70 , 85.0
2024/5/11 12:0:0 , 25.30 , 82.0
2024/5/11 12:30:0 , 25.30 , 82.0
2024/5/11 13:0:0 , 25.70 , 79.0
2024/5/11 13:30:0 , 25.30 , 80.0
2024/5/11 14:0:0 , 25.20 , 79.0
2024/5/11 14:30:0 , 25.0 , 81.0
2024/5/11 15:0:0 , 24.70 , 82.0
2024/5/11 15:30:0 , 24.50 , 77.0
2024/5/11 16:0:0 , 24.20 , 71.0
2024/5/11 16:30:0 , 24.10 , 67.0
2024/5/11 17:0:0 , 24.0 , 64.0
2024/5/11 17:30:0 , 24.0 , 62.0
2024/5/11 18:0:0 , 23.90 , 60.0
2024/5/11 18:30:0 , 24.0 , 59.0
2024/5/11 19:0:0 , 23.80 , 55.0
2024/5/11 19:30:0 , 23.60 , 53.0
2024/5/11 20:0:0 , 23.60 , 51.0
2024/5/11 20:30:0 , 23.90 , 53.0
2024/5/11 21:0:0 , 24.0 , 52.0
2024/5/11 21:30:0 , 23.70 , 50.0
2024/5/11 22:0:0 , 23.60 , 48.0
2024/5/11 22:30:0 , 23.60 , 48.0
2024/5/11 23:0:0 , 23.60 , 48.0
2024/5/11 23:30:0 , 23.60 , 47.0
2024/5/12 0:0:0 , 23.50 , 47.0
2024/5/12 0:30:0 , 23.30 , 47.0
2024/5/12 1:0:0 , 23.20 , 48.0
2024/5/12 1:30:0 , 23.10 , 49.0
2024/5/12 2:0:0 , 23.10 , 49.0
2024/5/12 2:30:0 , 23.0 , 49.0
2024/5/12 3:0:0 , 22.80 , 48.0
2024/5/12 3:30:0 , 22.90 , 48.0
2024/5/12 4:0:0 , 22.70 , 48.0
2024/5/12 4:30:0 , 22.60 , 48.0
2024/5/12 5:0:0 , 22.60 , 47.0
2024/5/12 5:30:0 , 22.50 , 47.0
2024/5/12 6:0:0 , 22.60 , 47.0
2024/5/12 6:30:0 , 22.60 , 47.0
2024/5/12 7:0:0 , 22.90 , 47.0
2024/5/12 7:30:0 , 23.20 , 48.0
2024/5/12 8:0:0 , 23.40 , 47.0
2024/5/12 8:30:0 , 23.70 , 47.0
2024/5/12 9:0:0 , 24.0 , 48.0
2024/5/12 9:30:0 , 24.40 , 49.0
2024/5/12 10:0:0 , 24.80 , 50.0
2024/5/12 10:30:0 , 25.0 , 51.0
2024/5/12 11:0:0 , 25.20 , 52.0
2024/5/12 11:30:0 , 25.30 , 52.0
2024/5/12 12:0:0 , 25.10 , 48.0
2024/5/12 12:30:0 , 25.20 , 45.0
2024/5/12 13:0:0 , 25.10 , 44.0
2024/5/12 13:30:0 , 25.10 , 43.0
2024/5/12 14:0:0 , 25.20 , 43.0
2024/5/12 14:30:0 , 25.30 , 42.0
2024/5/12 15:0:0 , 25.30 , 40.0
2024/5/12 15:30:0 , 25.60 , 39.0
2024/5/12 16:0:0 , 25.60 , 39.0
2024/5/12 16:30:0 , 25.60 , 39.0
2024/5/12 17:0:0 , 25.60 , 39.0
2024/5/12 17:30:0 , 25.70 , 40.0
2024/5/12 18:0:0 , 25.60 , 42.0
2024/5/12 18:30:0 , 25.60 , 43.0
2024/5/12 19:0:0 , 25.60 , 45.0
2024/5/12 19:30:0 , 25.50 , 48.0
2024/5/12 20:0:0 , 25.40 , 50.0
2024/5/12 20:30:0 , 25.20 , 53.0
2024/5/12 21:0:0 , 25.10 , 54.0
2024/5/12 21:30:0 , 25.10 , 56.0
2024/5/12 22:0:0 , 25.0 , 56.0
2024/5/12 22:30:0 , 24.90 , 57.0
2024/5/12 23:0:0 , 24.70 , 59.0
2024/5/12 23:30:0 , 24.60 , 61.0
2024/5/13 0:0:0 , 24.60 , 63.0
2024/5/13 0:30:0 , 24.30 , 64.0
2024/5/13 1:0:0 , 24.10 , 64.0
2024/5/13 1:30:0 , 24.0 , 65.0
2024/5/13 2:0:0 , 23.80 , 66.0
2024/5/13 2:30:0 , 23.80 , 67.0
2024/5/13 3:0:0 , 23.60 , 68.0
2024/5/13 3:30:0 , 23.50 , 68.0
2024/5/13 4:0:0 , 23.40 , 68.0
2024/5/13 4:30:0 , 23.30 , 67.0
2024/5/13 5:0:0 , 23.20 , 66.0
2024/5/13 5:30:0 , 23.10 , 66.0
2024/5/13 6:0:0 , 23.10 , 66.0
2024/5/13 6:30:0 , 23.30 , 66.0
2024/5/13 7:0:0 , 23.70 , 65.0
2024/5/13 7:30:0 , 24.20 , 63.0
2024/5/13 8:0:0 , 24.60 , 60.0
2024/5/13 8:30:0 , 25.0 , 60.0
2024/5/13 9:0:0 , 25.30 , 59.0
2024/5/13 9:30:0 , 25.40 , 59.0
2024/5/13 10:0:0 , 25.50 , 59.0
2024/5/13 10:30:0 , 25.60 , 58.0
2024/5/13 11:0:0 , 25.70 , 58.0
2024/5/13 11:30:0 , 25.70 , 58.0
2024/5/13 12:0:0 , 25.80 , 57.0
2024/5/13 12:30:0 , 25.80 , 57.0
2024/5/13 13:0:0 , 25.90 , 56.0
2024/5/13 13:30:0 , 25.90 , 56.0
2024/5/13 14:0:0 , 25.90 , 53.0
2024/5/13 14:30:0 , 25.90 , 53.0
2024/5/13 15:0:0 , 26.0 , 53.0
2024/5/13 15:30:0 , 26.10 , 52.0
2024/5/13 16:0:0 , 26.10 , 53.0
2024/5/13 16:30:0 , 26.10 , 53.0
2024/5/13 17:0:0 , 26.20 , 52.0
2024/5/13 17:30:0 , 26.0 , 52.0
2024/5/13 18:0:0 , 25.90 , 53.0
2024/5/13 18:30:0 , 25.80 , 53.0
2024/5/13 19:0:0 , 25.70 , 54.0
2024/5/13 19:30:0 , 25.60 , 54.0
2024/5/13 20:0:0 , 25.40 , 54.0
2024/5/13 20:30:0 , 25.20 , 52.0
2024/5/13 21:0:0 , 25.10 , 54.0
2024/5/13 21:30:0 , 25.0 , 55.0
2024/5/13 22:0:0 , 24.90 , 55.0
2024/5/13 22:30:0 , 24.90 , 56.0
2024/5/13 23:0:0 , 24.80 , 55.0
2024/5/13 23:30:0 , 24.80 , 58.0
2024/5/14 0:0:0 , 24.70 , 55.0
2024/5/14 0:30:0 , 24.60 , 56.0
2024/5/14 1:0:0 , 24.20 , 57.0
2024/5/14 1:30:0 , 24.10 , 58.0
2024/5/14 2:0:0 , 23.90 , 59.0
2024/5/14 2:30:0 , 23.70 , 60.0
2024/5/14 3:0:0 , 23.60 , 60.0
2024/5/14 3:30:0 , 23.50 , 60.0
2024/5/14 4:0:0 , 23.40 , 61.0
2024/5/14 4:30:0 , 23.30 , 61.0
2024/5/14 5:0:0 , 23.20 , 62.0
2024/5/14 5:30:0 , 23.10 , 62.0
2024/5/14 6:0:0 , 23.20 , 62.0
2024/5/14 6:30:0 , 23.50 , 63.0
2024/5/14 7:0:0 , 23.90 , 62.0
2024/5/14 7:30:0 , 24.70 , 60.0
2024/5/14 8:0:0 , 25.20 , 59.0
2024/5/14 8:30:0 , 25.50 , 59.0
2024/5/14 9:0:0 , 25.60 , 58.0
2024/5/14 9:30:0 , 25.80 , 58.0
2024/5/14 10:0:0 , 25.90 , 58.0
2024/5/14 10:30:0 , 26.0 , 57.0
2024/5/14 11:0:0 , 26.0 , 57.0
2024/5/14 11:30:0 , 26.10 , 56.0
2024/5/14 12:0:0 , 26.40 , 56.0
2024/5/14 12:30:0 , 26.50 , 57.0
